Transaction_ID,Date,Drug_Name,Batch_Number,Qty_Sold,MRP_Unit_Price,Total_Amount
TXN-11553,2023-09-06,allegra 120,ALL-2306-14,5,198.0,990.0
TXN-11554,2023-09-06,telma 40,TEL-2305-98,4,220.0,880.0
TXN-11552,2023-09-06,dolo 650,DOL-2306-93,9,30.0,270.0
TXN-11874,2023-09-07,pan 40,PAN-2306-73,2,155.0,310.0
TXN-11875,2023-09-07,allegra 120,ALL-2301-79,3,198.0,594.0
TXN-11876,2023-09-07,glycomet 500,GLY-2301-13,2,22.5,45.0
TXN-11877,2023-09-07,glycomet 500,GLY-2307-71,2,22.5,45.0
TXN-11878,2023-09-07,azithral 500,AZI-2307-51,1,118.5,118.5
TXN-11882,2023-09-07,telma 40,TEL-2306-65,4,220.0,880.0
TXN-11872,2023-09-07,azithral 500,AZI-2306-19,2,118.5,237.0
TXN-11883,2023-09-07,telma 40,TEL-2307-85,4,220.0,880.0
TXN-11879,2023-09-07,glycomet 500,GLY-2306-76,2,22.5,45.0
TXN-11880,2023-09-07,telma 40,TEL-2307-85,1,220.0,220.0
TXN-11881,2023-09-07,allegra 120,ALL-2307-47,5,198.0,990.0
TXN-11871,2023-09-07,allegra 120,ALL-2307-47,5,198.0,990.0
TXN-11873,2023-09-07,allegra 120,ALL-2306-84,1,198.0,198.0
TXN-12179,2023-09-08,glycomet 500,GLY-2307-43,5,22.5,112.5
TXN-12181,2023-09-08,glycomet 500,GLY-2308-59,4,22.5,90.0
TXN-12182,2023-09-08,allegra 120,ALL-2308-46,3,198.0,594.0
TXN-12178,2023-09-08,telma 40,TEL-2307-85,2,220.0,440.0
TXN-12184,2023-09-08,azithral 500,AZI-2308-85,2,118.5,237.0
TXN-12185,2023-09-08,dolo 650,DOL-2308-32,9,30.0,270.0
TXN-12177,2023-09-08,dolo 650,DOL-2308-32,8,30.0,240.0
TXN-12176,2023-09-08,azithral 500,AZI-2307-51,1,118.5,118.5
TXN-12186,2023-09-08,azithral 500,AZI-2307-51,4,118.5,474.0
TXN-12183,2023-09-08,azithral 500,AZI-2307-51,4,118.5,474.0
TXN-12188,2023-09-08,telma 40,TEL-2307-85,2,220.0,440.0
TXN-12187,2023-09-08,glycomet 500,GLY-2307-71,1,22.5,22.5
TXN-12180,2023-09-08,pan 40,PAN-2307-94,2,155.0,310.0
TXN-12494,2023-09-09,pan 40,PAN-2308-70,4,155.0,620.0
TXN-12495,2023-09-09,allegra 120,ALL-2308-50,3,198.0,594.0
TXN-12496,2023-09-09,glycomet 500,GLY-2308-59,4,22.5,90.0
TXN-12497,2023-09-09,telma 40,TEL-2308-27,4,220.0,880.0
TXN-12498,2023-09-09,pan 40,PAN-2308-52,5,155.0,775.0
TXN-12499,2023-09-09,telma 40,TEL-2308-56,1,220.0,220.0
TXN-12500,2023-09-09,allegra 120,ALL-2308-50,3,198.0,594.0
TXN-12819,2023-09-10,telma 40,TEL-2309-35,3,220.0,660.0
TXN-12823,2023-09-10,glycomet 500,GLY-2301-13,1,22.5,22.5
TXN-12822,2023-09-10,allegra 120,ALL-2309-79,7,198.0,1386.0
TXN-12818,2023-09-10,pan 40,PAN-2309-79,4,155.0,620.0
TXN-12817,2023-09-10,glycomet 500,GLY-2309-36,5,22.5,112.5
TXN-12816,2023-09-10,telma 40,TEL-2309-35,3,220.0,660.0
TXN-12826,2023-09-10,telma 40,TEL-2309-35,5,220.0,1100.0
TXN-12821,2023-09-10,glycomet 500,GLY-2309-36,5,22.5,112.5
TXN-12824,2023-09-10,glycomet 500,GLY-2309-36,2,22.5,45.0
TXN-12827,2023-09-10,azithral 500,AZI-2308-12,5,118.5,592.5
TXN-12828,2023-09-10,allegra 120,ALL-2308-50,8,198.0,1584.0
TXN-12829,2023-09-10,glycomet 500,GLY-2309-36,3,22.5,67.5
TXN-12820,2023-09-10,azithral 500,AZI-2308-12,1,118.5,118.5
TXN-12825,2023-09-10,azithral 500,AZI-2309-32,4,118.5,474.0
TXN-13131,2023-09-11,allegra 120,ALL-2310-40,8,1980.0,1584.0
TXN-13132,2023-09-11,pan 40,PAN-2301-58,5,155.0,775.0
TXN-13133,2023-09-11,glycomet 500,GLY-2310-77,1,22.5,22.5
TXN-13129,2023-09-11,azithral 500,AZI-2310-62,6,118.5,711.0
TXN-13130,2023-09-11,azithral 500,AZI-2301-67,8,118.5,948.0
TXN-13128,2023-09-11,pan 40,PAN-2309-45,2,155.0,310.0
TXN-13448,2023-09-12,glycomet 500,GLY-2311-11,3,22.5,67.5
TXN-13455,2023-09-12,glycomet 500,GLY-2312-35,1,22.5,22.5
TXN-13453,2023-09-12,pan 40,PAN-2311-46,1,155.0,155.0
TXN-13456,2023-09-12,telma 40,TEL-2311-77,5,220.0,1100.0
TXN-13449,2023-09-12,telma 40,TEL-2311-86,5,220.0,1100.0
TXN-13457,2023-09-12,dolo 650,DOL-2301-95,6,30.0,180.0
TXN-13450,2023-09-12,telma 40,TEL-2312-25,4,220.0,880.0
TXN-13452,2023-09-12,dolo 650,DOL-2311-14,10,30.0,300.0
TXN-13454,2023-09-12,azithral 500,AZI-2312-68,7,118.5,829.5
TXN-13451,2023-09-12,pan 40,PAN-2311-46,3,155.0,465.0
TXN-10041,2023-10-01,dolo 650,DOL-2301-95,8,30.0,240.0
TXN-10038,2023-10-01,azithral 500,AZI-2301-67,7,118.5,829.5
TXN-10039,2023-10-01,pan 40,PAN-2301-58,3,155.0,465.0
TXN-10044,2023-10-01,allegra 120,ALL-2301-79,5,198.0,990.0
TXN-10043,2023-10-01,azithral 500,AZI-2301-67,8,118.5,948.0
TXN-10040,2023-10-01,allegra 120,ALL-2301-79,3,198.0,594.0
TXN-10042,2023-10-01,telma 40,TEL-2301-80,2,220.0,440.0
TXN-10373,2023-10-02,telma 40,TEL-2301-51,2,220.0,440.0
TXN-10364,2023-10-02,pan 40,PAN-2301-58,1,155.0,155.0
TXN-10363,2023-10-02,azithral 500,AZI-2301-67,8,118.5,948.0
TXN-10367,2023-10-02,azithral 500,AZI-2301-61,9,118.5,1066.5
TXN-10368,2023-10-02,pan 40,PAN-2301-29,3,155.0,465.0
TXN-10369,2023-10-02,telma 40,TEL-2301-51,2,220.0,440.0
TXN-10370,2023-10-02,telma 40,TEL-2301-73,5,220.0,1100.0
TXN-10366,2023-10-02,telma 40,TEL-2301-51,5,220.0,1100.0
TXN-10372,2023-10-02,pan 40,PAN-2301-58,2,155.0,310.0
TXN-10365,2023-10-02,pan 40,PAN-2301-18,5,155.0,775.0
TXN-10374,2023-10-02,pan 40,PAN-2301-18,1,155.0,155.0
TXN-10375,2023-10-02,allegra 120,ALL-2301-79,2,198.0,396.0
TXN-10371,2023-10-02,pan 40,PAN-2301-58,5,155.0,775.0
TXN-10651,2023-10-03,pan 40,PAN-2302-32,2,155.0,310.0
TXN-10648,2023-10-03,pan 40,PAN-2301-58,3,155.0,465.0
TXN-10659,2023-10-03,glycomet 500,GLY-2302-38,3,22.5,67.5
TXN-10650,2023-10-03,pan 40,PAN-2303-37,2,155.0,310.0
TXN-10657,2023-10-03,azithral 500,AZI-2301-28,4,118.5,474.0
TXN-10656,2023-10-03,pan 40,PAN-2301-58,3,155.0,465.0
TXN-10655,2023-10-03,pan 40,PAN-2301-18,4,155.0,620.0
TXN-10654,2023-10-03,pan 40,PAN-2302-32,1,155.0,155.0
TXN-10653,2023-10-03,pan 40,PAN-2303-37,2,155.0,310.0
TXN-10649,2023-10-03,telma 40,TEL-2302-25,2,220.0,440.0
TXN-10652,2023-10-03,allegra 120,ALL-2303-18,3,198.0,594.0
TXN-10658,2023-10-03,glycomet 500,GLY-2303-82,3,22.5,67.5
TXN-10972,2023-10-04,pan 40,PAN-2301-58,3,155.0,465.0
TXN-10977,2023-10-04,allegra 120,ALL-2303-18,6,198.0,1188.0
TXN-10976,2023-10-04,telma 40,TEL-2304-95,1,220.0,220.0
TXN-10974,2023-10-04,allegra 120,ALL-2304-29,7,198.0,1386.0
TXN-10968,2023-10-04,pan 40,PAN-2303-30,4,155.0,620.0
TXN-10969,2023-10-04,telma 40,TEL-2304-95,5,220.0,1100.0
TXN-10970,2023-10-04,telma 40,TEL-2303-57,5,2200.0,1100.0
TXN-10971,2023-10-04,pan 40,PAN-2303-37,5,155.0,775.0
TXN-10973,2023-10-04,telma 40,TEL-2303-57,4,220.0,880.0
TXN-10975,2023-10-04,glycomet 500,GLY-2304-26,3,22.5,67.5
TXN-11260,2023-10-05,telma 40,TEL-2304-95,5,220.0,1100.0
TXN-11255,2023-10-05,dolo 650,DOL-2305-12,5,30.0,150.0
TXN-11261,2023-10-05,glycomet 500,GLY-2304-25,1,22.5,22.5
TXN-11250,2023-10-05,azithral 500,AZI-2305-56,4,118.5,474.0
TXN-11251,2023-10-05,allegra 120,ALL-2304-77,1,198.0,198.0
TXN-11258,2023-10-05,pan 40,PAN-2304-54,4,155.0,620.0
TXN-11257,2023-10-05,pan 40,PAN-2305-91,5,155.0,775.0
TXN-11256,2023-10-05,allegra 120,ALL-2304-29,3,198.0,594.0
TXN-11252,2023-10-05,glycomet 500,GLY-2304-25,3,22.5,67.5
TXN-11254,2023-10-05,allegra 120,ALL-2304-77,5,198.0,990.0
TXN-11253,2023-10-05,dolo 650,DOL-2304-73,1,30.0,30.0
TXN-11566,2023-10-06,glycomet 500,GLY-2305-80,5,22.5,112.5
TXN-11569,2023-10-06,glycomet 500,GLY-2305-80,3,22.5,67.5
TXN-11568,2023-10-06,glycomet 500,GLY-2306-76,1,22.5,22.5
TXN-11573,2023-10-06,azithral 500,AZI-2306-19,1,118.5,118.5
TXN-11572,2023-10-06,glycomet 500,GLY-2306-76,3,22.5,67.5
TXN-11571,2023-10-06,allegra 120,ALL-2306-14,5,198.0,990.0
TXN-11565,2023-10-06,telma 40,TEL-2305-49,4,220.0,880.0
TXN-11564,2023-10-06,telma 40,TEL-2305-98,4,220.0,880.0
TXN-11570,2023-10-06,pan 40,PAN-2305-20,4,155.0,620.0
TXN-11563,2023-10-06,dolo 650,DOL-2305-12,7,30.0,210.0
TXN-11562,2023-10-06,telma 40,TEL-2305-98,1,220.0,220.0
TXN-11561,2023-10-06,glycomet 500,GLY-2306-76,5,22.5,112.5
TXN-11560,2023-10-06,glycomet 500,GLY-2305-65,5,22.5,112.5
TXN-11891,2023-10-07,pan 40,PAN-2307-41,3,155.0,465.0
TXN-11893,2023-10-07,telma 40,TEL-2307-85,3,220.0,660.0
TXN-11894,2023-10-07,dolo 650,DOL-2307-25,5,30.0,150.0
TXN-11895,2023-10-07,allegra 120,ALL-2307-47,2,198.0,396.0
TXN-11892,2023-10-07,telma 40,TEL-2307-85,4,220.0,880.0
TXN-11889,2023-10-07,dolo 650,DOL-2306-93,10,30.0,300.0
TXN-11890,2023-10-07,dolo 650,DOL-2301-95,7,30.0,210.0
TXN-11884,2023-10-07,dolo 650,DOL-2306-47,7,30.0,210.0
TXN-11888,2023-10-07,telma 40,TEL-2307-85,5,220.0,1100.0
TXN-11887,2023-10-07,allegra 120,ALL-2306-84,2,198.0,396.0
TXN-11886,2023-10-07,dolo 650,DOL-2307-25,4,30.0,120.0
TXN-11885,2023-10-07,azithral 500,AZI-2306-19,4,118.5,474.0
TXN-12196,2023-10-08,pan 40,PAN-2307-41,2,155.0,310.0
TXN-12197,2023-10-08,allegra 120,ALL-2307-47,1,198.0,198.0
TXN-12198,2023-10-08,telma 40,TEL-2307-62,1,220.0,220.0
TXN-12201,2023-10-08,dolo 650,DOL-2307-25,6,30.0,180.0
TXN-12200,2023-10-08,allegra 120,ALL-2307-47,3,198.0,594.0
TXN-12199,2023-10-08,dolo 650,DOL-2307-98,6,30.0,180.0
TXN-12195,2023-10-08,telma 40,TEL-2307-62,1,220.0,220.0
TXN-12194,2023-10-08,telma 40,TEL-2308-27,5,220.0,1100.0
TXN-12192,2023-10-08,telma 40,TEL-2307-62,3,-220.0,660.0
TXN-12191,2023-10-08,glycomet 500,GLY-2307-71,3,22.5,67.5
TXN-12190,2023-10-08,glycomet 500,GLY-2308-59,3,22.5,67.5
TXN-12189,2023-10-08,azithral 500,AZI-2307-67,2,118.5,237.0
TXN-12501,2023-10-09,allegra 120,ALL-2308-46,3,198.0,594.0
TXN-12503,2023-10-09,pan 40,PAN-2309-79,5,155.0,775.0
TXN-12504,2023-10-09,glycomet 500,GLY-2308-59,3,22.5,67.5
TXN-12505,2023-10-09,dolo 650,DOL-2309-37,7,30.0,210.0
TXN-12502,2023-10-09,pan 40,PAN-2308-70,1,155.0,155.0
TXN-12507,2023-10-09,allegra 120,ALL-2308-50,3,198.0,594.0
TXN-12508,2023-10-09,glycomet 500,GLY-2308-94,4,225.0,90.0
TXN-12509,2023-10-09,allegra 120,ALL-2308-50,3,198.0,594.0
TXN-12511,2023-10-09,pan 40,PAN-2308-52,3,155.0,465.0
TXN-12510,2023-10-09,pan 40,PAN-2308-70,3,155.0,465.0
TXN-12506,2023-10-09,allegra 120,ALL-2308-46,4,198.0,792.0
TXN-12832,2023-10-10,glycomet 500,GLY-2309-43,5,22.5,112.5
TXN-12831,2023-10-10,azithral 500,AZI-2309-32,1,118.5,118.5
TXN-12830,2023-10-10,allegra 120,ALL-2309-44,8,198.0,1584.0
TXN-12834,2023-10-10,telma 40,TEL-2309-91,1,220.0,220.0
TXN-12833,2023-10-10,dolo 650,DOL-2309-37,5,30.0,150.0
TXN-13144,2023-10-11,azithral 500,AZI-2310-96,5,118.5,592.5
TXN-13138,2023-10-11,glycomet 500,GLY-2310-77,1,22.5,22.5
TXN-13139,2023-10-11,pan 40,PAN-2310-84,5,155.0,775.0
TXN-13134,2023-10-11,glycomet 500,GLY-2310-77,2,22.5,45.0
TXN-13135,2023-10-11,glycomet 500,GLY-2310-17,3,22.5,67.5
TXN-13136,2023-10-11,dolo 650,DOL-2310-26,3,30.0,90.0
TXN-13137,2023-10-11,glycomet 500,GLY-2310-77,5,22.5,112.5
TXN-13140,2023-10-11,dolo 650,DOL-2310-26,4,30.0,120.0
TXN-13141,2023-10-11,pan 40,PAN-2310-32,2,155.0,310.0
TXN-13142,2023-10-11,pan 40,PAN-2309-45,2,155.0,310.0
TXN-13145,2023-10-11,pan 40,PAN-2310-84,4,155.0,620.0
TXN-13143,2023-10-11,glycomet 500,GLY-2309-36,5,22.5,112.5
TXN-13458,2023-10-12,dolo 650,DOL-2312-51,5,30.0,150.0
TXN-13459,2023-10-12,pan 40,PAN-2311-46,5,155.0,775.0
TXN-13460,2023-10-12,glycomet 500,GLY-2311-11,4,22.5,90.0
TXN-13462,2023-10-12,azithral 500,AZI-2301-67,8,118.5,948.0
TXN-13461,2023-10-12,pan 40,PAN-2312-77,2,1550.0,310.0
TXN-10052,2023-11-01,allegra 120,ALL-2301-89,5,198.0,990.0
TXN-10051,2023-11-01,dolo 650,DOL-2301-95,8,30.0,240.0
TXN-10045,2023-11-01,allegra 120,ALL-2301-79,2,198.0,396.0
TXN-10046,2023-11-01,allegra 120,ALL-2301-89,4,198.0,792.0
TXN-10047,2023-11-01,glycomet 500,GLY-2301-13,2,22.5,45.0
TXN-10048,2023-11-01,pan 40,PAN-2301-58,4,155.0,620.0
TXN-10049,2023-11-01,pan 40,PAN-2301-58,3,155.0,465.0
TXN-10050,2023-11-01,dolo 650,DOL-2301-50,5,30.0,150.0
TXN-10380,2023-11-02,glycomet 500,GLY-2301-13,2,22.5,45.0
TXN-10379,2023-11-02,azithral 500,AZI-2301-67,4,118.5,474.0
TXN-10378,2023-11-02,dolo 650,DOL-2301-95,3,30.0,90.0
TXN-10377,2023-11-02,telma 40,TEL-2301-51,2,220.0,440.0
TXN-10385,2023-11-02,dolo 650,DOL-2301-50,1,30.0,30.0
TXN-10383,2023-11-02,glycomet 500,GLY-2301-17,3,22.5,67.5
TXN-10382,2023-11-02,telma 40,TEL-2301-80,4,220.0,880.0
TXN-10384,2023-11-02,allegra 120,ALL-2301-89,1,198.0,198.0
TXN-10386,2023-11-02,telma 40,TEL-2301-80,4,220.0,880.0
TXN-10376,2023-11-02,azithral 500,AZI-2301-67,9,118.5,1066.5
TXN-10381,2023-11-02,azithral 500,AZI-2301-28,8,118.5,948.0
TXN-10667,2023-11-03,dolo 650,DOL-2303-46,1,30.0,30.0
TXN-10665,2023-11-03,allegra 120,ALL-2301-41,7,198.0,1386.0
TXN-10660,2023-11-03,allegra 120,ALL-2301-41,9,198.0,1782.0
TXN-10661,2023-11-03,allegra 120,ALL-2302-47,10,198.0,1980.0
TXN-10672,2023-11-03,azithral 500,AZI-2301-28,2,118.5,237.0
TXN-10671,2023-11-03,dolo 650,DOL-2303-46,3,30.0,90.0
TXN-10670,2023-11-03,telma 40,TEL-2301-51,1,220.0,220.0
TXN-10669,2023-11-03,glycomet 500,GLY-2301-17,5,22.5,112.5
TXN-10668,2023-11-03,azithral 500,AZI-2303-21,2,118.5,237.0
TXN-10666,2023-11-03,dolo 650,DOL-2302-21,4,30.0,120.0
TXN-10662,2023-11-03,azithral 500,AZI-2303-21,3,118.5,355.5
TXN-10663,2023-11-03,pan 40,PAN-2301-18,1,155.0,155.0
TXN-10664,2023-11-03,glycomet 500,GLY-2301-17,1,22.5,22.5
TXN-10980,2023-11-04,telma 40,TEL-2301-80,3,220.0,660.0
TXN-10981,2023-11-04,azithral 500,AZI-2303-88,3,118.5,355.5
TXN-10984,2023-11-04,azithral 500,AZI-2303-21,3,118.5,355.5
TXN-10979,2023-11-04,dolo 650,DOL-2304-73,4,30.0,120.0
TXN-10978,2023-11-04,dolo 650,DOL-2304-73,2,30.0,60.0
TXN-10983,2023-11-04,pan 40,PAN-2304-91,5,155.0,775.0
TXN-10982,2023-11-04,allegra 120,ALL-2303-90,7,198.0,1386.0
TXN-11263,2023-11-05,allegra 120,ALL-2304-77,3,198.0,594.0
TXN-11269,2023-11-05,pan 40,PAN-2305-91,1,155.0,155.0
TXN-11262,2023-11-05,pan 40,PAN-2305-91,3,155.0,465.0
TXN-11266,2023-11-05,dolo 650,DOL-2301-95,4,30.0,120.0
TXN-11264,2023-11-05,telma 40,TEL-2304-16,5,220.0,1100.0
TXN-11265,2023-11-05,allegra 120,ALL-2305-35,2,198.0,396.0
TXN-11267,2023-11-05,azithral 500,AZI-2304-30,2,118.5,237.0
TXN-11268,2023-11-05,azithral 500,AZI-2305-56,2,118.5,237.0
TXN-11574,2023-11-06,dolo 650,DOL-2305-12,6,30.0,180.0
TXN-11575,2023-11-06,pan 40,PAN-2305-91,5,155.0,775.0
TXN-11579,2023-11-06,pan 40,PAN-2305-20,5,155.0,775.0
TXN-11576,2023-11-06,telma 40,TEL-2301-80,2,220.0,440.0
TXN-11578,2023-11-06,dolo 650,DOL-2305-67,7,30.0,210.0
TXN-11586,2023-11-06,telma 40,TEL-2305-49,3,220.0,660.0
TXN-11580,2023-11-06,dolo 650,DOL-2305-67,8,30.0,240.0
TXN-11582,2023-11-06,pan 40,PAN-2305-91,4,155.0,620.0
TXN-11577,2023-11-06,pan 40,PAN-2306-73,5,155.0,775.0
TXN-11581,2023-11-06,allegra 120,ALL-2305-35,5,198.0,990.0
TXN-11584,2023-11-06,glycomet 500,GLY-2305-80,5,22.5,112.5
TXN-11585,2023-11-06,allegra 120,ALL-2301-79,4,198.0,792.0
TXN-11583,2023-11-06,telma 40,TEL-2305-98,2,220.0,440.0
TXN-11897,2023-11-07,azithral 500,AZI-2307-51,3,118.5,355.5
TXN-11900,2023-11-07,telma 40,TEL-2307-85,4,220.0,880.0
TXN-11901,2023-11-07,glycomet 500,GLY-2306-20,1,22.5,22.5
TXN-11899,2023-11-07,glycomet 500,GLY-2306-20,5,22.5,112.5
TXN-11898,2023-11-07,glycomet 500,GLY-2306-20,2,22.5,45.0
TXN-11896,2023-11-07,azithral 500,AZI-2306-16,2,118.5,237.0
TXN-12212,2023-11-08,dolo 650,DOL-2307-25,7,30.0,210.0
TXN-12211,2023-11-08,telma 40,TEL-2307-85,2,220.0,440.0
TXN-12210,2023-11-08,dolo 650,DOL-2307-98,5,30.0,150.0
TXN-12207,2023-11-08,pan 40,PAN-2308-70,3,155.0,465.0
TXN-12208,2023-11-08,azithral 500,AZI-2307-51,1,118.5,118.5
TXN-12206,2023-11-08,allegra 120,ALL-2307-47,1,198.0,198.0
TXN-12205,2023-11-08,allegra 120,ALL-2307-16,4,198.0,792.0
TXN-12204,2023-11-08,allegra 120,ALL-2308-46,5,198.0,990.0
TXN-12203,2023-11-08,glycomet 500,GLY-2307-71,4,22.5,90.0
TXN-12202,2023-11-08,azithral 500,AZI-2308-85,5,118.5,592.5
TXN-12209,2023-11-08,dolo 650,DOL-2307-25,5,30.0,150.0
TXN-12520,2023-11-09,glycomet 500,GLY-2308-94,2,22.5,45.0
TXN-12519,2023-11-09,dolo 650,DOL-2301-95,5,30.0,150.0
TXN-12518,2023-11-09,dolo 650,DOL-2308-77,5,30.0,150.0
TXN-12517,2023-11-09,pan 40,PAN-2301-58,1,155.0,155.0
TXN-12516,2023-11-09,pan 40,PAN-2308-70,5,155.0,775.0
TXN-12515,2023-11-09,telma 40,TEL-2309-91,2,220.0,440.0
TXN-12514,2023-11-09,pan 40,PAN-2308-52,5,155.0,775.0
TXN-12513,2023-11-09,glycomet 500,GLY-2301-13,1,22.5,22.5
TXN-12512,2023-11-09,pan 40,PAN-2308-52,5,155.0,775.0
TXN-12522,2023-11-09,dolo 650,DOL-2309-37,5,30.0,150.0
TXN-12521,2023-11-09,glycomet 500,GLY-2309-43,1,22.5,22.5
TXN-12843,2023-11-10,pan 40,PAN-2301-58,5,155.0,775.0
TXN-12841,2023-11-10,pan 40,PAN-2308-52,5,155.0,775.0
TXN-12840,2023-11-10,allegra 120,ALL-2309-44,6,198.0,1188.0
TXN-12839,2023-11-10,pan 40,PAN-2308-52,5,155.0,775.0
TXN-12838,2023-11-10,pan 40,PAN-2309-79,5,155.0,775.0
TXN-12837,2023-11-10,azithral 500,AZI-2309-11,3,118.5,355.5
TXN-12836,2023-11-10,dolo 650,DOL-2301-95,5,30.0,150.0
TXN-12844,2023-11-10,allegra 120,ALL-2308-50,7,198.0,1386.0
TXN-12835,2023-11-10,pan 40,PAN-2309-45,3,155.0,465.0
TXN-12845,2023-11-10,glycomet 500,GLY-2308-94,1,22.5,22.5
TXN-12842,2023-11-10,allegra 120,ALL-2308-50,6,198.0,1188.0
TXN-13146,2023-11-11,glycomet 500,GLY-2310-77,2,22.5,45.0
TXN-13154,2023-11-11,azithral 500,AZI-2310-96,5,118.5,592.5
TXN-13148,2023-11-11,pan 40,PAN-2309-45,1,155.0,155.0
TXN-13149,2023-11-11,telma 40,TEL-2301-80,2,220.0,440.0
TXN-13150,2023-11-11,allegra 120,ALL-2310-40,9,198.0,1782.0
TXN-13152,2023-11-11,telma 40,TEL-2310-39,1,220.0,220.0
TXN-13153,2023-11-11,dolo 650,DOL-2310-68,3,30.0,90.0
TXN-13147,2023-11-11,azithral 500,AZI-2309-11,7,118.5,829.5
TXN-13151,2023-11-11,azithral 500,AZI-2301-67,10,118.5,1185.0
TXN-13470,2023-11-12,pan 40,PAN-2311-46,5,155.0,775.0
TXN-13469,2023-11-12,dolo 650,DOL-2311-86,5,30.0,150.0
TXN-13468,2023-11-12,glycomet 500,GLY-2311-11,1,22.5,22.5
TXN-13467,2023-11-12,telma 40,TEL-2311-77,4,220.0,880.0
TXN-13466,2023-11-12,telma 40,TEL-2311-86,4,220.0,880.0
TXN-13465,2023-11-12,glycomet 500,GLY-2311-33,2,22.5,45.0
TXN-13464,2023-11-12,allegra 120,ALL-2311-29,2,-198.0,396.0
TXN-13463,2023-11-12,dolo 650,DOL-2312-51,8,30.0,240.0
TXN-13472,2023-11-12,telma 40,TEL-2311-77,1,220.0,220.0
TXN-13471,2023-11-12,azithral 500,AZI-2301-67,4,118.5,474.0
TXN-13475,2023-11-12,azithral 500,AZI-2312-68,5,118.5,592.5
TXN-13474,2023-11-12,dolo 650,DOL-2311-86,7,30.0,210.0
TXN-13473,2023-11-12,allegra 120,ALL-2311-29,1,198.0,198.0
TXN-10066,2023-12-01,azithral 500,AZI-2301-67,7,118.5,829.5
TXN-10065,2023-12-01,pan 40,PAN-2301-58,5,155.0,775.0
TXN-10064,2023-12-01,pan 40,PAN-2301-58,3,155.0,465.0
TXN-10063,2023-12-01,telma 40,TEL-2301-80,3,220.0,660.0
TXN-10062,2023-12-01,allegra 120,ALL-2301-89,2,198.0,396.0
TXN-10053,2023-12-01,azithral 500,AZI-2301-61,6,118.5,711.0
TXN-10055,2023-12-01,pan 40,PAN-2301-29,1,155.0,155.0
TXN-10059,2023-12-01,allegra 120,ALL-2301-89,3,198.0,594.0
TXN-10058,2023-12-01,azithral 500,AZI-2301-67,9,118.5,1066.5
TXN-10057,2023-12-01,allegra 120,ALL-2301-79,4,198.0,792.0
TXN-10056,2023-12-01,dolo 650,DOL-2301-95,7,30.0,210.0
TXN-10061,2023-12-01,azithral 500,AZI-2301-61,8,118.5,948.0
TXN-10060,2023-12-01,allegra 120,ALL-2301-79,2,198.0,396.0
TXN-10054,2023-12-01,glycomet 500,GLY-2301-13,5,22.5,112.5
TXN-10389,2023-12-02,dolo 650,DOL-2301-50,2,30.0,60.0
TXN-10387,2023-12-02,pan 40,PAN-2301-18,1,155.0,155.0
TXN-10388,2023-12-02,glycomet 500,GLY-2301-13,1,22.5,22.5
TXN-10396,2023-12-02,azithral 500,AZI-2301-28,6,118.5,711.0
TXN-10395,2023-12-02,allegra 120,ALL-2301-89,2,198.0,396.0
TXN-10394,2023-12-02,allegra 120,ALL-2301-89,5,198.0,990.0
TXN-10393,2023-12-02,glycomet 500,GLY-2301-17,1,22.5,22.5
TXN-10392,2023-12-02,telma 40,TEL-2301-51,3,220.0,660.0
TXN-10391,2023-12-02,azithral 500,AZI-2301-67,6,118.5,711.0
TXN-10390,2023-12-02,glycomet 500,GLY-2301-13,5,22.5,112.5
TXN-10684,2023-12-03,allegra 120,ALL-2303-18,5,198.0,990.0
TXN-10683,2023-12-03,pan 40,PAN-2302-32,3,155.0,465.0
TXN-10682,2023-12-03,allegra 120,ALL-2301-79,6,198.0,1188.0
TXN-10680,2023-12-03,telma 40,TEL-2303-57,5,220.0,1100.0
TXN-10678,2023-12-03,allegra 120,ALL-2301-41,8,198.0,1584.0
TXN-10677,2023-12-03,pan 40,PAN-2302-32,5,155.0,775.0
TXN-10676,2023-12-03,telma 40,TEL-2301-80,1,220.0,220.0
TXN-10675,2023-12-03,azithral 500,AZI-2301-28,2,118.5,237.0
TXN-10685,2023-12-03,telma 40,TEL-2303-57,3,220.0,660.0
TXN-10674,2023-12-03,telma 40,TEL-2302-25,2,220.0,440.0
TXN-10673,2023-12-03,azithral 500,AZI-2303-21,4,118.5,474.0
TXN-10687,2023-12-03,azithral 500,AZI-2302-52,1,118.5,118.5
TXN-10679,2023-12-03,pan 40,PAN-2301-18,4,155.0,620.0
TXN-10681,2023-12-03,glycomet 500,GLY-2301-17,2,22.5,45.0
TXN-10686,2023-12-03,glycomet 500,GLY-2302-38,5,22.5,112.5
TXN-10994,2023-12-04,azithral 500,AZI-2303-21,2,118.5,237.0
TXN-10987,2023-12-04,pan 40,PAN-2303-37,5,155.0,775.0
TXN-10989,2023-12-04,glycomet 500,GLY-2303-71,1,22.5,22.5
TXN-10990,2023-12-04,azithral 500,AZI-2304-26,5,118.5,592.5
TXN-10991,2023-12-04,telma 40,TEL-2304-95,2,220.0,440.0
TXN-10992,2023-12-04,dolo 650,DOL-2304-73,3,30.0,90.0
TXN-10993,2023-12-04,glycomet 500,GLY-2303-71,1,22.5,22.5
TXN-10985,2023-12-04,dolo 650,DOL-2303-70,2,30.0,60.0
TXN-10995,2023-12-04,dolo 650,DOL-2301-95,2,30.0,60.0
